user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment,is_valid_pan,is_valid_aadhaar
USR83555,Idika Deol,GCZVN6006J,6209-3471-8316,1976-07-05 00:00:00,Hyderabad,Telangana,25821.0,Freelancer,2025-06-05 00:00:00,REJECTED,MEDIUM,True,True
USR92224,Ishani Kota,QJNGL3438X,7055-4980-5378,1995-10-24 12:23:00,Amritsar,Punjab,25762.0,Unemployed,2025-12-18 00:00:00,VERIFIED,LOW,True,True
USR83752,Vivaan Varghese,AUVUE5513G,3559-0747-7468,1961-03-17 16:17:44,Hyderabad,Telangana,22395.0,Unemployed,2025-02-18 04:41:00,VERIFIED,MEDIUM,True,True
USR16985,Jackson Dhar,ZWGJI3283D,,1975-01-05 18:28:40,Lucknow,Uttar Pradesh,43186.0,Freelancer,2025-06-27 00:00:00,VERIFIED,MEDIUM,True,False
USR90445,Rajeshri Prakash,CZWPI4711T,7222359919,1976-02-15 06:29:25,Amritsar,Punjab,31632.0,Self Employed,2025-07-30 00:00:00,VERIFIED,MEDIUM,True,False
USR88129,Dipta Toor,QDCZH6802X,3239300488,1962-01-11 00:00:00,Lucknow,Uttar Pradesh,63144.0,Student,2025-11-12 00:00:00,VERIFIED,MEDIUM,True,False
USR41580,Varsha Warrior,INSKB8165G,2851-5423-0832,1993-06-10 00:00:00,Ldh,Punjab,15042.0,Self Employed,2025-05-27 20:33:49,REJECTED,LOW,True,True
USR22440,Warhi Rattan,PYDZI0625,2616-4501-4607,1983-04-14 00:00:00,Amritsar,Punjab,35294.0,Farmer,2024-10-30 17:11:29,VERIFIED,MEDIUM,False,True
USR20455,Aarnav Borah,FXMNO6855C,8111-0335-5797,1992-02-29 00:00:00,Mumbai,Maharashtra,41978.0,Business Owner,,VERIFIED,LOW,True,True
USR65070,Tarak Bawa,,2369902526,1979-03-07 00:00:00,Poona,Maharashtra,,Unemployed,2025-10-11 04:22:00,VERIFIED,MEDIUM,False,False
USR26941,Wazir Deo,UUSAI4995J,7685-8900-4190,1961-12-09 00:00:00,Ludhiana,Punjab,,Business Owner,2025-07-03 16:28:02,VERIFIED,MEDIUM,True,True
USR31142,Vansha Prabhu,RRUNN0126,3281-2629-2147,1970-02-12 06:02:11,Chennai,Tamil Nadu,17143.0,Self Employed,2024-01-18 17:34:00,VERIFIED,MEDIUM,False,True
USR95706,Vinaya Goswami,YIQYS3017Q,1111-6819-1153,1985-10-01 00:00:00,Jalandhar,Punjab,16391.0,Gig Worker,2024-09-01 17:00:00,VERIFIED,HIGH,True,True
USR71445,Nisha Chanda,GIBJH1634O,2638-6573-7123,1976-04-14 19:43:31,Kolkata,West Bengal,52613.0,Self Employed,2024-11-02 00:00:00,VERIFIED,LOW,True,True
USR98092,Vanya Bhatia,XQIDT0808R,9764-1230-7427,1993-03-15 00:00:00,Pune,Maharashtra,12805.0,Self Employed,2024-07-05 00:00:00,VERIFIED,UNKNOWN,True,True
USR50798,Anita Ratta,YKXZG5307W,2290671964,1966-03-24 01:31:26,Lucknow,Uttar Pradesh,45018.0,Business Owner,2024-08-26 02:04:22,PENDING,LOW,True,False
USR12555,Zehaan Yogi,WCRMU1003B,9122-9272-1306,1975-06-28 02:26:00,Lucknow,Uttar Pradesh,21808.0,Business Owner,,VERIFIED,MEDIUM,True,True
USR74106,Pratyush Reddy,BWHZI3417E,4847-6668-7401,2005-04-22 00:00:00,Hyderabad,Telangana,26158.0,Farmer,2025-11-07 00:00:00,VERIFIED,LOW,True,True
USR80066,Yatan Magar,QWLLU4420K,,2007-03-09 13:23:00,Jaipur,Rajasthan,20169.0,Salaried,2024-08-13 00:00:00,PENDING,MEDIUM,True,False
USR32410,Mahika Pant,VYBOK0788D,8293-8029-1648,1979-09-10 23:12:00,Jalandhar,Punjab,30120.0,Student,2025-06-25 15:44:27,VERIFIED,LOW,True,True
USR79640,Jack Atwal,SJOST3333Z,8147-8812-2825,1975-06-14 00:00:00,Pune,Maharashtra,18148.0,Farmer,2024-03-19 10:38:07,VERIFIED,LOW,True,True
USR60634,Nicholas Wali,ZVKKR0145Q,2593-8107-6182,1968-05-11 00:00:00,Mumbay,Maharashtra,22747.0,Farmer,2024-04-21 00:00:00,VERIFIED,HIGH,True,True
USR35981,Indira Om,YCCBN9882G,5503-3208-0852,1973-08-31 21:58:10,Kolkata,West Bengal,46494.0,Freelancer,2025-03-20 00:00:00,PENDING,LOW,True,True
USR77190,Orinder Narasimhan,YXNGB3250L,4513-9803-4094,2005-12-18 17:08:40,Hyderabad,Telangana,27099.0,Self Employed,2024-04-03 00:00:00,VERIFIED,HIGH,True,True
USR99230,Raksha Mohanty,IYZKD0262Y,XXXX-XXXX-5736,1990-01-08 00:00:00,Kolkata,West Bengal,30280.0,Farmer,2026-01-15 00:00:00,VERIFIED,LOW,True,True
USR18972,Damyanti Hayre,RACGG3368C,7844-5372-6866,1993-05-02 15:20:00,Amritsar,Punjab,39450.0,Farmer,2025-01-14 00:00:00,VERIFIED,LOW,True,True
USR19273,Meghana Mangat,ZOQLO9009B,0446-5583-4381,1984-06-27 11:02:54,Jalandhar,Punjab,39469.0,Unemployed,2024-10-10 01:57:58,REJECTED,LOW,True,False
USR21172,Kala Mukhopadhyay,HJMOU8405P,9997-8426-5210,1962-06-10 00:00:00,Bengaluru,Karnataka,21740.0,Farmer,2025-09-06 00:00:00,VERIFIED,LOW,True,True
USR38505,Dhriti Nagy,LXHUV2778D,2994-7362-4904,,Jalandhar,Punjab,,Freelancer,2025-06-25 00:00:00,VERIFIED,LOW,True,True
USR46126,Ekaraj Bora,VHZSC0380U,4058-9118-7427,2004-05-25 10:05:00,Mumbai,Maharashtra,20188.0,Gig Worker,2025-12-19 00:00:00,PENDING,LOW,True,True
USR12635,Gaurangi Deshmukh,IMOPM1687B,9364-0488-9557,,Jaipur,Rajasthan,28473.0,Farmer,2025-07-02 00:00:00,VERIFIED,LOW,True,True
USR64816,Aradhana Shankar,KLSNL1827B,3139-7138-0823,,Pune,Maharashtra,21697.0,Salaried,2026-02-05 00:00:00,VERIFIED,LOW,True,True
USR50702,Kamya Thakkar,,6499-0705-0415,,Jaipur,Rajasthan,35186.0,Gig Worker,2025-12-20 00:30:00,REJECTED,LOW,False,True
USR85119,Chasmum Chaudhary,LBOOK1875U,0730-0324-0715,2003-10-18 21:40:15,Kolkata,West Bengal,64400.0,Salaried,2024-04-30 10:12:08,VERIFIED,LOW,True,True
USR13003,Ekaja Magar,KFTXW2507I,8038-9971-3134,1988-03-24 00:00:00,Delhi,Delhi,27424.0,Freelancer,2024-05-23 00:00:00,PENDING,LOW,True,False
USR84177,Victor Garg,UFUFE2776E,XXXX-XXXX-2711,2004-07-24 00:00:00,Jalandhar,Punjab,19900.0,Farmer,2026-03-07 00:00:00,VERIFIED,LOW,True,True
USR38444,Rajata Gera,ZZUAC5524U,XXXX-XXXX-7036,1983-12-26 18:30:00,Chennai,Tamil Nadu,,Farmer,,VERIFIED,MEDIUM,True,True
USR32077,Arunima Mander,,0989578216,1998-08-30 00:00:00,Jaipur,Rajasthan,39590.0,Business Owner,2024-11-08 22:51:00,VERIFIED,MEDIUM,False,False
USR28969,Aditya Badami,ZZDTY2683H,1913-4655-0072,1988-07-24 00:00:00,Pune,Maharashtra,97917.0,Business Owner,2024-08-17 00:00:00,VERIFIED,LOW,True,True
USR97102,Udyati Kohli,HSVYF7323C,,2002-07-14 00:00:00,Lucknow,Uttar Pradesh,81426.0,Business Owner,2025-10-08 06:29:00,VERIFIED,LOW,True,False
USR45525,Lad1I Sanda1,KTQWO4216D,XXXX-XXXX-7640,1991-02-15 00:00:00,Bengaluru,Karnataka,47618.0,Business Owner,2025-04-03 00:00:00,REJECTED,LOW,True,True
USR93580,Azaan Mandal,NCKIO2866X,4778-2263-6312,1994-06-06 12:09:03,Hyderabad,Telangana,54120.0,Farmer,2026-02-16 06:46:15,VERIFIED,HIGH,True,True
USR36469,Fiyaz Gupta,RYBSU9378C,4104444228,,Hyderabad,Telangana,61399.0,Farmer,2025-06-09 00:00:00,VERIFIED,MEDIUM,True,False
USR10642,Gaurav Gera,YZFIR8405W,0601-7617-0070,1994-09-18 00:00:00,Pune,Maharashtra,28794.0,Farmer,,VERIFIED,LOW,True,True
USR27095,Unni Hans,RMKRI5004U,6959-8989-7030,1977-05-04 00:00:00,Chennai,Tamil Nadu,46149.0,Gig Worker,2025-09-15 00:00:00,VERIFIED,LOW,True,True
USR89767,Isha Prakash,CVZSJ9497I,3921-3350-3847,2005-06-13 00:00:00,Jaipur,Rajasthan,21686.0,Student,2024-07-24 17:45:00,VERIFIED,LOW,True,True
USR98730,Mahika Barman,AHCWV1362L,9722-3217-5425,1981-07-12 10:42:00,Poona,Maharashtra,34305.0,Salaried,2025-12-10 04:03:00,VERIFIED,LOW,True,True
USR78545,Arya Dixit,ENRDR4582M,0156-9701-7301,2000-08-01 10:18:00,Ldh,Punjab,12541.0,Self Employed,2024-01-31 00:00:00,REJECTED,LOW,True,True
USR30743,Udyati Lad,IDPDO8731Z,8128-2871-1109,1975-12-14 19:42:20,Bengaluru,Karnataka,28220.0,Salaried,2025-05-08 00:15:00,VERIFIED,LOW,True,True
USR83086,Jack Kalla,PVSUR4234I,5097-9214-8557,2005-07-15 00:00:00,Mumbai,Maharashtra,55967.0,Self Employed,2024-09-04 00:00:00,PENDING,LOW,True,True
USR66045,Akshay Anand,NFCIG4697Q,,1971-07-13 00:00:00,Kolkata,West Bengal,29156.0,Self Employed,2026-02-26 00:00:00,REJECTED,MEDIUM,True,False
USR55048,Geetika Rama,OIZHH2595H,4058-3501-8625,1966-07-19 00:00:00,Delhi,Delhi,42182.0,Unemployed,2024-07-17 00:00:00,PENDING,MEDIUM,True,True
USR72691,Gayathri Narayanan,CPPHA4974U,1864-0764-1559,,Delhi,Delhi,17053.0,Gig Worker,2025-03-28 00:00:00,VERIFIED,LOW,True,True
USR67065,Advaychhabra,WYNBW9921N,1338-6672-0892,,Jaipur,Rajasthan,,Farmer,2024-04-22 19:17:00,VERIFIED,LOW,True,False
USR56131,Unnati Saxena,QEUZS5947S,XXXX-XXXX-3775,2003-03-19 00:00:00,Amritsar,Punjab,,Farmer,2024-05-24 00:00:00,VERIFIED,LOW,True,True
USR64309,Urvashinigam,FDXAH6655S,XXXX-XXXX-1385,1972-02-27 00:00:00,Delhi,Delhi,27034.0,Business Owner,2025-11-10 00:00:00,VERIFIED,LOW,True,True
USR71255,Umang Sachdeva,DRHCS8892U,3197611508,1966-04-08 20:52:00,Amritsar,Punjab,13500.0,Business Owner,2024-07-06 00:00:00,VERIFIED,LOW,True,False
USR37893,Harita Sandhu,LUURM6472X,6127-3414-8763,2007-05-13 00:00:00,Bengaluru,Karnataka,38600.0,Farmer,2025-09-21 00:00:00,VERIFIED,LOW,True,True
USR61361,Amruta Pandey,HQBVA3845W,2907-5874-9967,1984-02-27 00:00:00,Amritsar,Punjab,35616.0,Freelancer,2025-08-15 06:06:00,REJECTED,LOW,True,True
USR26067,Ayushman Ganesan,KPIEW1634Z,3387-9554-4972,1987-05-21 00:00:00,Ldh,Punjab,62057.0,Farmer,2025-05-09 00:00:00,VERIFIED,LOW,True,True
USR10759,Zaiddugal,CBXSV3856K,9167-7980-2095,1993-12-06 21:02:15,Amritsar,Punjab,22474.0,Business Owner,2024-07-06 00:00:00,VERIFIED,HIGH,True,True
USR83528,Vrinda Kar,DHDEY7484E,7628-6091-3945,1995-11-02 00:00:00,Bengaluru,Karnataka,30598.0,Salaried,2024-10-03 00:00:00,PENDING,LOW,True,True
USR84367,Gunbir Natarajan,JUARD1029L,3307-3610-3771,2002-01-22 00:00:00,Amritsar,Punjab,34481.0,Farmer,2025-04-27 00:00:00,VERIFIED,LOW,True,True
USR83393,Shivani Dora,EQPQU8271S,0476-3469-2008,1997-06-21 00:00:00,Delhi,Delhi,22524.0,Business Owner,2024-04-24 23:42:34,VERIFIED,LOW,True,True
USR58305,Darpan Sabharwal,NZDMH0743F,7068-5265-9411,1992-05-28 12:13:00,Bengaluru,Karnataka,26093.0,Farmer,2024-03-15 00:00:00,REJECTED,LOW,True,False
USR74213,Maya Nadig,FUAPI8701L,4298-4148-0309,1970-03-23 00:00:00,Lucknow,Uttar Pradesh,52706.0,Salaried,2025-01-18 20:01:34,VERIFIED,LOW,True,True
USR23753,Naveen Aggarwal,,XXXX-XXXX-0478,1994-03-10 00:00:00,Chennai,Tamil Nadu,187396.0,Unemployed,,VERIFIED,UNKNOWN,False,True
USR60246,Sarthak Hayre,KVFAX9741K,1990-1701-8722,2002-06-22 00:00:00,Mumbai,Maharashtra,,Retired,2024-03-16 00:00:00,VERIFIED,LOW,True,True
USR92564,Hemal Sunder,KIYWQ3565F,5014-8469-4452,,Jalandhar,Punjab,26739.0,Gig Worker,2024-07-15 00:00:00,VERIFIED,LOW,True,True
USR75743,Baghyawatibhatia,,9800-3969-3808,1987-06-09 23:21:00,Jaipur,Rajasthan,18645.0,Student,2024-11-15 00:00:00,VERIFIED,LOW,False,True
USR15496,Isha Sarna,ADRYQ7107E,XXXX-XXXX-1118,1980-08-28 00:00:00,Bengaluru,Karnataka,36600.0,Salaried,2025-08-20 00:00:00,PENDING,MEDIUM,True,True
USR70554,Laksh Pau,EVYWH2327K,5886-1339-7299,1975-04-03 11:13:00,Hyderabad,Telangana,34606.0,Freelancer,2025-10-24 00:00:00,VERIFIED,LOW,True,True
USR31511,Kevin Sachar,QLFXD1734,1205-6676-8635,1973-07-31 00:00:00,Jaipur,Rajasthan,32823.0,Unemployed,2024-12-25 00:00:00,VERIFIED,LOW,False,True
USR32992,Tanmayi Dya1,,2403-4553-6352,1991-12-29 00:00:00,Mumbai,Maharashtra,29300.0,Retired,2026-01-21 00:00:00,REJECTED,LOW,False,True
USR66675,Arunima Sura,,3907-5015-6267,1977-09-22 00:00:00,Mumbay,Maharashtra,12749.0,Freelancer,2025-07-21 10:33:12,VERIFIED,LOW,False,True
USR66994,Ge0Rge Krishnan,EOGAD8406Q,3735-1475-9491,1995-01-01 00:00:00,Ludhiana,Punjab,48900.0,Business Owner,2024-02-22 00:00:00,REJECTED,MEDIUM,True,True
USR39949,Wakeeta Ganesan,AKIQH3124U,2121-8092-1816,,Jaipur,Rajasthan,30369.0,Unemployed,2024-11-10 00:00:00,VERIFIED,LOW,True,True
USR88783,Watika Raghavan,DKNCM5467R,4262-0356-8334,2001-08-18 00:00:00,Jalandhar,Punjab,,Unemployed,2024-08-14 00:00:00,VERIFIED,LOW,True,True
USR10860,Vasana Biswas,PYLJI9209I,3628-0826-3524,1970-09-28 00:00:00,Bengaluru,Karnataka,32866.0,Student,2024-03-13 00:00:00,VERIFIED,LOW,True,True
USR69695,Aditya Wadhwa,RWVJK6143E,8309-7736-4555,1961-06-19 00:00:00,Hyderabad,Telangana,25976.0,Business Owner,2024-04-20 00:00:00,VERIFIED,HIGH,True,True
USR24598,Ranbir Thaker,EMBPS9629K,,1983-05-18 00:00:00,Lucknow,Uttar Pradesh,21168.0,Retired,2025-05-22 23:52:49,VERIFIED,LOW,True,False
USR46854,Naksh Varghese,YTREX1552L,9661-8135-9146,1998-04-19 12:29:00,Mumbai,Maharashtra,19507.0,Self Employed,2024-01-05 00:28:34,PENDING,HIGH,True,False
USR61728,Qadim Bandi,GGRST9844L,4432-5644-5255,,Ludhiana,Punjab,24133.0,Unemployed,2025-11-30 11:34:48,PENDING,HIGH,True,True
USR22732,Rayaan Yohannan,VJZJY8605Y,4054-2197-6864,,Chennai,Tamil Nadu,19059.0,Salaried,2025-05-20 00:00:00,VERIFIED,LOW,True,True
USR65039,Warda Memon,NHGRT9633F,3602-3408-4620,,Mumbai,Maharashtra,19754.0,Retired,2024-02-07 00:00:00,VERIFIED,LOW,True,False
USR53148,Varenya Sura,BGVSQ9067U,XXXX-XXXX-3459,1965-07-20 00:00:00,Chennai,Tamil Nadu,72249.0,Retired,2026-02-15 00:00:00,VERIFIED,LOW,True,True
USR71685,Vivaan Ratti,UDRUC1519S,8459-0160-1237,1998-09-24 04:13:30,Jalandhar,Punjab,29065.0,Self Employed,2024-03-29 00:00:00,PENDING,MEDIUM,True,True
USR23171,Yahvi Sane,GLXBU4482M,XXXX-XXXX-1898,,Amritsar,Punjab,13895.0,Freelancer,2025-12-20 00:00:00,VERIFIED,HIGH,True,True
USR77648,Edhitha Virk,KJJGY2226N,7146-5338-4758,1967-03-27 10:04:00,Ludhiana,Punjab,64995.0,Business Owner,2025-10-13 00:00:00,VERIFIED,MEDIUM,True,True
USR73608,Prisha Munshi,FZHZG4459D,7473-1717-5247,1973-02-10 00:00:00,Jalandhar,Punjab,8672.0,Retired,2025-10-18 00:00:00,VERIFIED,LOW,True,True
USR35674,Zayan Tak,,XXXX-XXXX-4015,1985-01-22 07:40:00,Kolkata,West Bengal,39022.0,Student,2026-03-05 00:00:00,PENDING,HIGH,False,True
USR35749,Ridhi Singh,,0052-0248-8883,1993-11-25 10:28:40,Mumbai,Maharashtra,20562.0,Retired,2025-06-06 20:31:13,VERIFIED,LOW,False,True
USR40191,Mitali Mohan,BMIYZ7282C,7770-2010-3961,1962-04-01 00:00:00,Ludhiana,Punjab,23036.0,Student,2024-12-26 00:00:00,VERIFIED,LOW,True,True
USR48244,Sachi Sachdeva,JGRTX1569E,5899-1492-2295,1990-09-26 00:00:00,Amritsar,Punjab,12207.0,Retired,2024-11-13 00:00:00,VERIFIED,UNKNOWN,True,True
USR63814,Karanbrar,INEOZ3922Z,2611-4052-1479,1987-09-14 00:00:00,Ludhiana,Punjab,16600.0,Retired,2025-10-23 00:00:00,VERIFIED,MEDIUM,True,True
USR14583,Joshua Koshy,MLUER7005N,1448-9281-6805,1984-07-31 04:27:22,Jalandhar,Punjab,67597.0,Salaried,2025-06-06 20:01:57,VERIFIED,UNKNOWN,True,True
USR87313,Madhav Sahota,HFJNU2214D,3128-2947-0899,1968-03-11 00:00:00,Kolkata,West Bengal,18362.0,Self Employed,2025-11-16 23:01:57,VERIFIED,UNKNOWN,True,False
USR53372,Aadi Buch,NTKUF4565B,9623-1952-6337,1965-06-26 00:00:00,Poona,Maharashtra,8563.0,Retired,2024-01-16 00:00:00,VERIFIED,MEDIUM,True,True
USR57074,Manan Gera,IDETU9378V,,1985-07-26 00:00:00,Jalandhar,Punjab,42192.0,Freelancer,2025-12-05 00:00:00,VERIFIED,LOW,True,False
USR68197,Ojas Dubey,ENBEV6234G,1156874200,1966-12-14 00:00:00,Mumbai,Maharashtra,36117.0,Freelancer,2025-11-16 00:00:00,PENDING,UNKNOWN,True,False
USR85688,Riya Nagar,TOJZY8133Q,2139-2809-3474,2003-07-30 00:00:00,Kolkata,West Bengal,29628.0,Student,2024-10-02 03:38:47,VERIFIED,MEDIUM,True,True
USR67368,Indrajit Bal,XOIHU3250N,3342-3839-2453,1974-03-13 14:42:18,Lucknow,Uttar Pradesh,19800.0,Gig Worker,2025-12-31 00:00:00,PENDING,MEDIUM,True,True
USR65939,Tejas Menon,JBHCO1556D,7911-6972-3852,1972-12-30 00:00:00,Kolkata,West Bengal,28782.0,Freelancer,2024-04-23 03:04:24,VERIFIED,MEDIUM,True,True
USR49627,Yamini Badami,THDTR2587L,2550-8077-3936,2005-03-13 10:27:11,Kolkata,West Bengal,42438.0,Business Owner,2024-11-15 00:00:00,VERIFIED,MEDIUM,True,True
USR97350,Neha Karnik,UMHCC6885M,9965-5918-6927,,Jalandhar,Punjab,34729.0,Retired,,VERIFIED,LOW,True,True
USR43461,Lekha Tara,ASKIZ9641R,6670-5443-7247,1960-09-24 19:17:56,Bengaluru,Karnataka,22602.0,Salaried,2024-11-17 00:00:00,VERIFIED,LOW,True,True
USR27836,Zehaan Borde,OPOIN5167T,0274-9951-5080,,Bengaluru,Karnataka,11157.0,Gig Worker,2025-10-05 00:00:00,VERIFIED,HIGH,True,True
USR22966,Arjun Gopal,LSRED5533D,,1971-11-11 00:00:00,Jalandhar,Punjab,27286.0,Unemployed,2025-12-12 00:00:00,VERIFIED,LOW,True,False
USR46837,Mekhala Chakrabarti,DHUHW0007X,4420-5361-0528,1992-07-08 00:00:00,Chennai,Tamil Nadu,38700.0,Farmer,2024-08-31 16:07:34,VERIFIED,LOW,True,True
USR74379,Aayush Sem,CUKVS2654H,2904-9256-0694,,Mumbai,Maharashtra,20311.0,Retired,2024-02-29 00:00:00,REJECTED,MEDIUM,True,True
USR64805,Varsha Lanka,XVJXD7798J,0813442915,1994-11-25 07:56:00,Lucknow,Uttar Pradesh,34151.0,Gig Worker,2025-01-27 00:00:00,VERIFIED,LOW,True,False
USR63663,Tara Varty,DEABY7974U,4627-9419-5327,1999-03-30 00:00:00,Hyderabad,Telangana,20690.0,Salaried,2024-11-21 13:52:47,VERIFIED,LOW,True,True
USR91727,Radha Mani,XGDUU9021X,3341-8517-9080,2005-12-11 00:00:00,Hyderabad,Telangana,24819.0,Farmer,2024-06-23 22:27:32,VERIFIED,HIGH,True,True
USR74174,Imaran Vaidya,PHMKX5425R,1682-6016-2649,1976-01-31 00:00:00,Jaipur,Rajasthan,25114.0,Freelancer,2024-01-20 00:00:00,VERIFIED,LOW,True,True
USR29267,Vyanjana Natarajan,NIAHS6103T,8143-1889-3969,1974-08-07 00:00:00,Hyderabad,Telangana,,Unemployed,2024-07-30 00:00:00,VERIFIED,MEDIUM,True,True
USR37004,Anmol Dugal,JKPRH1531B,1912-2840-1582,1989-02-01 03:37:31,Hyderabad,Telangana,22000.0,Unemployed,2025-02-08 00:00:00,REJECTED,LOW,True,True
USR17226,Nachiket D’Alia,VOOXI2409,1794-8891-9960,1965-04-20 00:00:00,Lucknow,Uttar Pradesh,24761.0,Freelancer,2024-07-20 00:00:00,VERIFIED,LOW,False,True
USR51211,Aditya Subramaniam,OVFHF7013K,9959-2774-3703,2004-11-30 00:00:00,Pune,Maharashtra,29019.0,Gig Worker,2025-01-13 00:00:00,VERIFIED,LOW,True,True
USR29104,Vivaan Tank,SHLEU3698X,2938-3258-4770,2000-08-11 10:23:02,Ludhiana,Punjab,33300.0,Business Owner,2024-07-20 00:00:00,PENDING,LOW,True,True
USR64811,Jyotimohan,DIQYD0756Q,5293-7726-6512,1989-11-13 17:26:00,Mumbai,Maharashtra,15686.0,Salaried,2025-04-16 20:52:15,PENDING,LOW,True,True
USR17498,Chakrika Venkatesh,SKEEU7986V,1500-4489-2056,1973-08-27 00:00:00,Chennai,Tamil Nadu,43127.0,Farmer,2024-05-27 00:00:00,VERIFIED,LOW,True,True
USR68163,Anjali Mutti,TDIAU1257S,5563-7499-8482,1963-06-27 00:00:00,Bengaluru,Karnataka,27183.0,Freelancer,2024-07-03 00:18:38,VERIFIED,LOW,True,True
USR36950,Yachana Ben,SLLOS4530Q,6250-9178-4937,1965-07-17 00:00:00,Mumbai,Maharashtra,,Retired,2025-07-27 00:00:00,VERIFIED,MEDIUM,True,True
USR98022,Harish Randhawa,LNADH7215,1117-8600-7180,1970-10-23 00:00:00,Ludhiana,Punjab,33397.0,Student,2024-06-06 02:19:15,VERIFIED,MEDIUM,False,True
USR97527,Eshana Karan,DQIRH7221,8371-3805-7540,1969-06-17 00:00:00,Ludhiana,Punjab,25573.0,Freelancer,2026-02-10 14:12:45,VERIFIED,LOW,False,True
USR77126,Maanav Sarin,BIZKL1563E,7449-8393-2596,2002-09-20 00:00:00,Jalandhar,Punjab,17588.0,Salaried,2025-12-18 00:00:00,VERIFIED,MEDIUM,True,True
USR82549,Kashish Vasa,JFBAA4394O,8596-9824-8802,1968-04-29 02:52:18,Amritsar,Punjab,47623.0,Self Employed,2025-08-14 00:00:00,VERIFIED,MEDIUM,True,True
USR40372,Nirja Gill,WQXEM6392,4399-3404-1142,1986-11-02 05:18:05,Pune,Maharashtra,27572.0,Farmer,2024-08-31 11:08:25,VERIFIED,MEDIUM,False,True
USR40571,Vasana Bhakta,PAMAV0082K,1488-8610-0510,2005-09-02 00:00:00,Pune,Maharashtra,36120.0,Business Owner,2024-10-10 09:54:00,PENDING,LOW,True,True
USR21277,Joshua Vaidya,ZKQFR9145R,7401-6861-1324,1994-07-01 00:00:00,Jalandhar,Punjab,,Self Employed,2024-05-04 00:01:12,VERIFIED,MEDIUM,True,True
USR16667,Yaminibhavsar,XXUHL1390E,8035-9677-5564,1966-02-28 00:00:00,Delhi,Delhi,35472.0,Retired,2025-01-28 00:00:00,VERIFIED,LOW,True,True
USR10583,Bhavya Deo,,9058-3675-5877,1984-05-18 05:38:34,Hyderabad,Telangana,25652.0,Salaried,2024-02-23 00:00:00,VERIFIED,LOW,False,True
USR98823,Chaitanya Comar,DJIOG9714L,1898-1645-3339,1987-12-21 13:50:10,Bengaluru,Karnataka,,Unemployed,2024-04-19 00:00:00,REJECTED,HIGH,True,True
USR63566,Gautam Kade,YSUWN7714S,0688-5749-9205,1978-01-15 00:00:00,Hyderabad,Telangana,,Unemployed,2026-01-13 21:55:45,VERIFIED,LOW,True,True
USR21739,Sai Sawhney,XDQVQ8421R,8645-1162-2598,1983-10-29 00:00:00,Delhi,Delhi,31967.0,Self Employed,2024-07-26 00:00:00,REJECTED,MEDIUM,True,True
USR30692,Finn Rattan,NOHMC3632L,3259-5022-4523,2004-08-25 00:00:00,Mumbai,Maharashtra,11625.0,Freelancer,2024-11-11 00:00:00,VERIFIED,LOW,True,True
USR61783,Nikita Dar,SYXGU7828J,2669-9681-6404,1993-04-06 00:00:00,Chennai,Tamil Nadu,22256.0,Self Employed,,VERIFIED,HIGH,True,True
USR74605,Qarin Rout,APUSX1262Z,7225-2517-4462,1978-05-30 00:00:00,Kolkata,West Bengal,33600.0,Self Employed,2025-07-24 19:23:53,VERIFIED,MEDIUM,True,True
USR65484,Udarsh Mitter,EKYEZ2028A,8498-3968-2648,1989-02-07 00:00:00,Lucknow,Uttar Pradesh,5000.0,Retired,2026-02-05 00:00:00,VERIFIED,MEDIUM,True,False
USR68106,Dhruv Singhal,KHZPW9931X,XXXX-XXXX-8120,1992-12-11 00:00:00,Mumbai,Maharashtra,48685.0,Business Owner,2024-12-31 00:00:00,VERIFIED,UNKNOWN,True,True
USR54228,Aarini Kanda,JBGZH3802N,8610-3685-0469,1961-09-28 00:00:00,Ludhiana,Punjab,16400.0,Business Owner,2025-02-03 00:00:00,VERIFIED,MEDIUM,True,True
USR30584,Gavin Rana,TUOPJ3286U,7016-2501-7810,2006-04-30 00:00:00,Amritsar,Punjab,12693.0,Unemployed,2024-11-29 18:52:17,VERIFIED,MEDIUM,True,True
USR84450,Mohini Jha,DHANQ5670X,5476-4223-3393,2002-10-08 00:00:00,Hyderabad,Telangana,50768.0,Business Owner,2024-10-01 14:48:13,VERIFIED,LOW,True,True
USR79440,Ka1Pit Chand,CCSXQ2131Z,1576738603,1990-05-31 00:00:00,Chennai,Tamil Nadu,19486.0,Farmer,2025-11-08 22:46:31,PENDING,LOW,True,False
USR40467,Ishwar Bava,HSDHP7920Y,5413-9697-3780,1992-05-16 07:36:53,Jalandhar,Punjab,33200.0,Gig Worker,2025-09-22 00:00:00,VERIFIED,LOW,True,True
USR43708,Chanchal Radhakrishnan,XZMHZ7501D,2080-6456-7495,1981-11-02 00:00:00,Ludhiana,Punjab,19086.0,Student,,VERIFIED,LOW,True,True
USR47740,Jagrati Rattan,PQRWS5312R,2932-6217-3669,1974-01-26 06:01:57,Jalandhar,Punjab,24474.0,Freelancer,2024-11-22 00:00:00,VERIFIED,LOW,True,False
USR51437,Alexander Barad,FBGQF9418E,2871-4830-6922,1978-12-05 00:00:00,Delhi,Delhi,29800.0,Business Owner,2024-06-04 00:00:00,VERIFIED,LOW,True,False
