merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size
MCH7384,Seshadri-Rai,4814,Telecommunication Services,Sole Proprietorship,Kolkata,West Bengal,2024-01-13 00:00:00,,ACTIVE,4458.94
MCH3143,"Zacharia, Buch And Yadav",5311,Department Stores,Partnership,Hyderabad,Telangana,2023-03-13 00:00:00,UMIZ4082572641807,ACTIVE,4822.0
MCH2965,Shroff-Prabhakar,5411,Grocery Stores,Partnership,Amritsar,Punjab,,FISH8890557164281,ACTIVE,2028.0
MCH9675,Mand-Varkey,5912,Pharmacies & Healthcare,Individual,Jalandhar,Punjab,2025-11-05 00:00:00,,INACTIVE,843.13
MCH8139,"Mani, Kala And Verma",5311,Department Stores,Individual,Amritsar,Punjab,2024-02-07 00:00:00,6294042962,ACTIVE,2137.68
MCH2071,Dube-Kapadia,4814,Telecommunication Services,Sole Proprietorship,Amritsar,Punjab,2024-08-19 04:07:47,5736154750,ACTIVE,1392.0
MCH4916,Rama-Patel,5942,Books & Stationery,Individual,Delhi,Delhi,2025-06-24 22:01:00,XXXX0402,ACTIVE,2293.01
MCH9426,Singh-Narula,7011,Hotels & Lodging,Sole Proprietorship,Chennai,Tamil Nadu,2023-08-07 00:00:00,CZYQ5289749024896,ACTIVE,615.87
MCH4440,"Dey, Bala And Shan",5699,Apparel & Clothing,Sole Proprietorship,Mumbai,Maharashtra,2023-01-04 22:57:00,FDNT8049485568761,ACTIVE,
MCH1965,Kata Inc,5311,Department Stores,Private Limited,Amritsar,Punjab,2023-04-04 01:07:57,,ACTIVE,686.92
MCH9547,Anne-Narasimhan,5311,Department Stores,Individual,Delhi,Delhi,2025-11-04 00:00:00,,ACTIVE,823.12
MCH3407,Lal Llc,5999,Miscellaneous Retail,Private Limited,Jalandhar,Punjab,2023-09-27 00:00:00,XXXX9006,ACTIVE,3232.78
MCH8521,"Sankaran, Mangat And Gaba",5311,Department Stores,Sole Proprietorship,Delhi,Delhi,2024-11-24 00:00:00,MNDO2443340838612,ACTIVE,1028.11
MCH6421,Wadhwaltd,5699,Apparel & Clothing,Sole Proprietorship,Bengaluru,Karnataka,2024-01-30 21:37:00,,ACTIVE,1782.12
MCH8310,Chakraborty Ltd,4131,Transportation,Individual,Delhi,Delhi,2026-01-02 00:00:00,5355342816,ACTIVE,1287.03
MCH9787,Nigam Llc,7011,Hotels & Lodging,Private Limited,Jaipur,Rajasthan,2023-06-18 00:00:00,,INACTIVE,717.19
MCH5322,Parsa Llc,5912,Pharmacies & Healthcare,Individual,Jalandhar,Punjab,2023-03-26 00:00:00,XXXX3422,ACTIVE,2329.55
MCH7359,Rajagopalan-Rattan,5912,Pharmacies & Healthcare,Sole Proprietorship,Kolkata,West Bengal,2025-03-13 00:00:00,,ACTIVE,825.72
MCH4641,Karnikllc,5311,Department Stores,Sole Proprietorship,Ludhiana,Punjab,2025-02-02 00:00:00,,ACTIVE,
MCH2912,"Singhal, Iyengar And Balasubramanian",5411,Grocery Stores,Sole Proprietorship,Lucknow,Uttar Pradesh,2023-03-08 00:00:00,MPVF3803985979560,INACTIVE,4518.86
MCH8204,Bumb-Bansal,7011,Hotels & Lodging,Private Limited,Jalandhar,Punjab,2025-10-13 17:19:27,0190035504,ACTIVE,1083.04
MCH5855,"Rajagopalan,Muniandprasad",5699,Apparel & Clothing,Partnership,Jalandhar,Punjab,2023-09-08 00:00:00,,ACTIVE,115.41
MCH4900,Karpe Plc,5411,Grocery Stores,Sole Proprietorship,Jalandhar,Punjab,2025-02-04 00:00:00,,ACTIVE,2695.78
MCH9203,Patel-Bhasin,7011,Hotels & Lodging,Partnership,Delhi,Delhi,2025-04-14 00:00:00,XXXX4448,ACTIVE,1305.76
MCH3307,Uppal And Sons,7011,Hotels & Lodging,Private Limited,Poona,Maharashtra,2023-03-07 20:38:00,WQAU2336118593269,ACTIVE,1033.39
MCH4337,Sethi Ltd,4814,Telecommunication Services,Individual,Jalandhar,Punjab,2026-01-28 00:00:00,NBXU8148602683458,INACTIVE,3672.22
MCH8957,Brar-Lanka,5999,Miscellaneous Retail,Individual,Jalandhar,Punjab,,,ACTIVE,1494.31
MCH3177,"Shere, Pal And Kothari",5942,Books & Stationery,Private Limited,Jaipur,Rajasthan,2024-12-04 00:00:00,XXXX6075,INACTIVE,785.75
MCH2949,"Mahal, Natt And Ghosh",5999,Miscellaneous Retail,Partnership,Jaipur,Rajasthan,2024-07-19 00:00:00,6197525290,ACTIVE,2320.74
MCH6246,Zachariah Group,5699,Apparel & Clothing,Individual,Chennai,Tamil Nadu,2025-06-16 00:00:00,,ACTIVE,1510.7
MCH7077,Basu Llc,7011,Hotels & Lodging,Individual,Lucknow,Uttar Pradesh,2025-08-18 00:00:00,5226667486,ON_HOLD,484.0
MCH1649,Venkatesh Plc,5812,Restaurants & Dining,Private Limited,Delhi,Delhi,2024-08-03 17:27:00,6043188789,SUSPENDED,851.41
MCH8901,Raghavan-Bhavsar,5912,Pharmacies & Healthcare,Private Limited,Jalandhar,Punjab,2023-12-13 16:08:56,,INACTIVE,2886.4
MCH8654,"Deshpande, Comar And Pandya",4814,Telecommunication Services,Individual,Delhi,Delhi,,2533166217,ACTIVE,898.0
MCH2776,"Mittal, Shah And Kade",5411,Grocery Stores,Private Limited,Mumbai,Maharashtra,2023-01-27 00:00:00,EGXV9123448025042,ACTIVE,10044.9
MCH9359,"Ramanathan, Parekh And Agrawal",4131,Transportation,Partnership,Ludhiana,Punjab,2023-04-08 13:17:52,FQHN0033426656652,ACTIVE,3245.01
MCH1389,Munshi-Behl,5411,Grocery Stores,Individual,Pune,Maharashtra,2023-06-17 00:00:00,,ACTIVE,3913.0
MCH8736,Mitter-Sura,5812,Restaurants & Dining,Individual,Jalandhar,Punjab,2023-07-22 00:00:00,XXXX0698,ACTIVE,801.85
MCH4164,Iyengar Llc,5999,Miscellaneous Retail,Sole Proprietorship,Jaipur,Rajasthan,,LSYR7261669987207,ACTIVE,440.0
MCH8358,Sarna-Singh,5699,Apparel & Clothing,Sole Proprietorship,Amritsar,Punjab,2025-12-16 19:12:00,XXXX7799,SUSPENDED,1645.07
MCH5528,"Bhagat, Sathe And Iyengar",5411,Grocery Stores,Sole Proprietorship,Pune,Maharashtra,2026-02-13 11:24:00,,ACTIVE,668.43
MCH2656,"Patla, Deo And Babu",5912,Pharmacies & Healthcare,Partnership,Jaipur,Rajasthan,2026-02-02 00:00:00,2362196367,ACTIVE,1217.69
MCH3358,Suri-Dhillon,4131,Transportation,Individual,Kolkata,West Bengal,2023-09-22 00:00:00,3713072949,INACTIVE,665.29
MCH8110,Kamdar-Raval,5999,Miscellaneous Retail,Partnership,Lucknow,Uttar Pradesh,2023-07-13 00:00:00,,INACTIVE,768.59
MCH5387,Khatri Group,7011,Hotels & Lodging,Sole Proprietorship,Delhi,Delhi,2025-10-06 12:45:13,6200633333,ACTIVE,1172.0
MCH4897,Bahl Plc,4131,Transportation,Partnership,Amritsar,Punjab,2024-09-03 00:00:00,,ACTIVE,6953.87
MCH9370,Mallick-Gola,5999,Miscellaneous Retail,Private Limited,Jaipur,Rajasthan,2023-02-20 00:00:00,LVKV0562210759080,ACTIVE,4284.71
MCH4334,"Nazareth, Loyal And Dhar",5311,Department Stores,Individual,Ludhiana,Punjab,2025-09-11 00:00:00,6420363344,ACTIVE,6505.28
MCH4902,"Pingle, Choudhary And Raghavan",7011,Hotels & Lodging,Sole Proprietorship,Bengaluru,Karnataka,2023-03-31 00:00:00,,ACTIVE,482.41
MCH9012,Nagy-Master,5999,Miscellaneous Retail,Private Limited,Mumbai,Maharashtra,2023-01-10 02:07:00,XXXX7097,SUSPENDED,297.61
MCH5541,Sheth And Sons,5812,Restaurants & Dining,Individual,Bengaluru,Karnataka,2024-07-13 09:55:59,,ACTIVE,548.54
MCH2172,"Taneja, Raj And Vora",7011,Hotels & Lodging,Sole Proprietorship,Hyderabad,Telangana,2025-06-15 03:11:00,,ACTIVE,466.45
MCH6150,"Chada, Vala And Merchant",4814,Telecommunication Services,Private Limited,Hyderabad,Telangana,2024-10-10 00:00:00,6593744761,INACTIVE,616.0
MCH3006,Biswas-Ram,5999,Miscellaneous Retail,Individual,Lucknow,Uttar Pradesh,2023-08-14 00:00:00,XXXX8226,ACTIVE,638.0
MCH4606,"Johal, Kapur And Chhabra",4814,Telecommunication Services,Partnership,Jalandhar,Punjab,,,ACTIVE,2162.35
MCH8865,Wali-Yogi,5942,Books & Stationery,Partnership,Pune,Maharashtra,,ADDY9100060907565,ACTIVE,1783.0
MCH3860,Sama Group,5699,Apparel & Clothing,Sole Proprietorship,Chennai,Tamil Nadu,2023-10-03 00:00:00,,ACTIVE,448.66
MCH1946,Kanda Group,5812,Restaurants & Dining,Partnership,Kolkata,West Bengal,,YUNT1236584633844,ACTIVE,1028.0
MCH7863,Kade-Saxena,7011,Hotels & Lodging,Partnership,Amritsar,Punjab,,5883030838,SUSPENDED,432.77
MCH8078,Thaman-Ganguly,5912,Pharmacies & Healthcare,Sole Proprietorship,Mumbai,Maharashtra,2023-07-12 00:00:00,7715038972,ACTIVE,1158.31
MCH9320,Char Inc,5411,Grocery Stores,Private Limited,Hyderabad,Telangana,2025-11-22 00:00:00,OFHR1997447322569,ACTIVE,695.0
MCH8648,"Kumer, Pradhan And Pai",5912,Pharmacies & Healthcare,Sole Proprietorship,Jalandhar,Punjab,2023-12-17 00:00:00,CPHP6408157927970,ACTIVE,2147.87
MCH1003,"Nayar, Batta And Barad",5699,Apparel & Clothing,Private Limited,Chennai,Tamil Nadu,,,ACTIVE,792.91
MCH6258,"Mitra, Nori And Venkataraman",5912,Pharmacies & Healthcare,Private Limited,Hyderabad,Telangana,2025-10-02 18:46:00,,ACTIVE,353.34
MCH3671,"Vala, Dhar And Wason",5912,Pharmacies & Healthcare,Individual,Chennai,Tamil Nadu,,,ACTIVE,2167.0
MCH3146,Batta-Sharaf,4131,Transportation,Individual,Poona,Maharashtra,2024-02-10 00:00:00,MHGR0082109008102,ACTIVE,898.04
MCH4370,Kuruvilla And Sons,5999,Miscellaneous Retail,Individual,Mumbay,Maharashtra,2023-08-18 00:00:00,,ACTIVE,715.96
MCH3506,Peri Group,7011,Hotels & Lodging,Individual,Bengaluru,Karnataka,,PINF7358781184682,ACTIVE,3808.09
MCH3277,Issac-Lata,4814,Telecommunication Services,Partnership,Delhi,Delhi,2025-09-22 00:00:00,RPRG9004987881265,ACTIVE,1571.63
MCH3820,Behl Llc,5311,Department Stores,Partnership,Jalandhar,Punjab,2023-05-30 00:00:00,8600214749,INACTIVE,983.06
MCH3484,Sidhu Llc,5999,Miscellaneous Retail,Individual,Ludhiana,Punjab,,,ACTIVE,876.31
MCH7615,"Dar, Parekh And De",5812,Restaurants & Dining,Sole Proprietorship,Lucknow,Uttar Pradesh,,4443349499,INACTIVE,2530.9
MCH9271,"Bera, Contractor And Trivedi",4131,Transportation,Sole Proprietorship,Delhi,Delhi,2025-02-20 00:00:00,KHLJ8243266357655,ACTIVE,
MCH5716,Nadig Inc,4814,Telecommunication Services,Individual,Chennai,Tamil Nadu,2025-06-26 14:09:58,,ACTIVE,1811.84
MCH9954,"Dutta, J0Ha1 And Char",5699,Apparel & Clothing,Sole Proprietorship,Delhi,Delhi,2025-12-23 00:00:00,ERMO2255417001428,ACTIVE,3148.72
MCH2174,"Sood, Chowdhury And Chacko",7011,Hotels & Lodging,Private Limited,Delhi,Delhi,2024-03-13 00:00:00,8824000729,INACTIVE,1287.16
MCH3829,Bansal Ltd,7011,Hotels & Lodging,Private Limited,Pune,Maharashtra,2024-04-12 00:00:00,XXXX7846,ACTIVE,2565.33
MCH2087,Dubey-Doctor,5999,Miscellaneous Retail,Individual,Amritsar,Punjab,2025-04-17 00:00:00,0974736100,ACTIVE,4751.6
MCH4974,Krishna Plc,5699,Apparel & Clothing,Individual,Kolkata,West Bengal,2023-04-18 00:00:00,3596123048,SUSPENDED,1458.56
MCH4214,"Mitra, Oak And Keer",5699,Apparel & Clothing,Individual,Bengaluru,Karnataka,2024-12-02 00:00:00,,ACTIVE,1159.46
MCH3649,"Jain, Sama And Sarma",5999,Miscellaneous Retail,Partnership,Mumbai,Maharashtra,2025-08-06 21:51:00,XXXX8840,ACTIVE,671.85
MCH7692,Ratti-Patla,5311,Department Stores,Individual,Amritsar,Punjab,2025-07-10 00:00:00,XXXX7379,ACTIVE,2270.3
MCH1852,Prabhu Group,5411,Grocery Stores,Individual,Mumbai,Maharashtra,2024-03-31 00:00:00,8479119924,ACTIVE,786.71
MCH3883,Vohra And Sons,7011,Hotels & Lodging,Individual,Mumbai,Maharashtra,2023-11-17 00:00:00,1962011949,ACTIVE,2320.22
MCH5601,Raj-Gopal,7011,Hotels & Lodging,Private Limited,Jalandhar,Punjab,2024-05-17 22:26:00,6301334461,ACTIVE,
MCH3451,Amble-Nair,5912,Pharmacies & Healthcare,Sole Proprietorship,Amritsar,Punjab,2025-10-06 00:00:00,XXXX8569,SUSPENDED,
MCH6433,Bhattacharyya Ltd,4814,Telecommunication Services,Partnership,Bengaluru,Karnataka,2024-12-31 00:00:00,,INACTIVE,1248.03
MCH3572,"V0Hra, Chander And Padmanabhan",5812,Restaurants & Dining,Sole Proprietorship,Hyderabad,Telangana,2024-05-16 11:42:00,,ACTIVE,793.52
MCH4182,"More, Sarma And Baria",4814,Telecommunication Services,Individual,Mumbai,Maharashtra,2026-01-01 00:00:00,XXXX3295,ACTIVE,4102.61
MCH8200,Rai-Bhargava,5942,Books & Stationery,Sole Proprietorship,Amritsar,Punjab,2023-07-19 00:00:00,,ACTIVE,443.44
MCH7954,Sur Inc,7011,Hotels & Lodging,Private Limited,Hyderabad,Telangana,2025-04-01 22:07:00,,ACTIVE,2803.0
MCH8504,Gala-Bath,5411,Grocery Stores,Private Limited,Bengaluru,Karnataka,2023-05-24 00:00:00,HUGZ7718103709815,ACTIVE,4220.0
MCH9067,Boase-Sule,5942,Books & Stationery,Individual,Jalandhar,Punjab,2025-09-06 00:00:00,,ACTIVE,1045.82
MCH8978,Talwarandsons,5942,Books & Stationery,Sole Proprietorship,Mumbai,Maharashtra,2023-05-23 00:00:00,,ACTIVE,4704.55
MCH2712,"Rai, Ghose And Wadhwa",5411,Grocery Stores,Private Limited,Amritsar,Punjab,2023-09-30 00:00:00,XXXX9691,ACTIVE,2957.32
MCH3642,Prabhu-Pai,5411,Grocery Stores,Sole Proprietorship,Kolkata,West Bengal,2025-11-24 00:00:00,,ACTIVE,3223.63
MCH9625,Tripathi Plc,4814,Telecommunication Services,Private Limited,Amritsar,Punjab,2024-09-11 21:48:18,,ACTIVE,
MCH2269,"Dalal, Samra And Kala",7011,Hotels & Lodging,Sole Proprietorship,Pune,Maharashtra,2025-08-10 00:00:00,,ACTIVE,356.96
MCH2885,"Varkey, Goda And Bala",5812,Restaurants & Dining,Private Limited,Mumbai,Maharashtra,2023-01-23 00:00:00,0317882844,ACTIVE,4853.92
MCH4775,"Divan, Buch And Kunda",4814,Telecommunication Services,Sole Proprietorship,Lucknow,Uttar Pradesh,2025-07-07 00:00:00,1956916316,INACTIVE,562.44
MCH5148,"Bose, Ranganathan And Bose",5411,Grocery Stores,Individual,Amritsar,Punjab,2024-10-20 00:00:00,,ACTIVE,
MCH3616,Dua Group,5942,Books & Stationery,Private Limited,Lucknow,Uttar Pradesh,2026-02-24 20:51:00,CYIZ1339742109891,ACTIVE,
MCH1612,"Andra, Chana And Saha",5812,Restaurants & Dining,Sole Proprietorship,Lucknow,Uttar Pradesh,2025-10-27 00:00:00,5702735332,INACTIVE,655.56
MCH2530,Bal-Sant,5999,Miscellaneous Retail,Partnership,Kolkata,West Bengal,2023-06-08 17:36:00,XXXX3441,ACTIVE,372.49
MCH2970,Golla-Vora,5699,Apparel & Clothing,Individual,Kolkata,West Bengal,2025-02-01 00:00:00,,ACTIVE,326.25
MCH5482,"Tiwari, Jain And Hayer",4131,Transportation,Sole Proprietorship,Chennai,Tamil Nadu,,7104632186,ACTIVE,249.86
MCH7540,Solanki Inc,5999,Miscellaneous Retail,Partnership,Jalandhar,Punjab,2024-04-08 07:31:00,XXXX7550,ACTIVE,579.73
MCH7058,"Biswas, Arya And Chaudhary",5812,Restaurants & Dining,Sole Proprietorship,Hyderabad,Telangana,2023-04-09 00:00:00,,ACTIVE,822.57
MCH1506,Gandhi-Loke,5912,Pharmacies & Healthcare,Partnership,Chennai,Tamil Nadu,2024-06-13 17:59:00,,ACTIVE,967.0
MCH4232,Sehgal-Rama,5411,Grocery Stores,Partnership,Kolkata,West Bengal,2023-03-31 00:00:00,XXXX1805,ACTIVE,4112.72
MCH5196,Saini Ltd,5311,Department Stores,Private Limited,Jalandhar,Punjab,2025-02-23 00:00:00,GPCS2279648422088,ON_HOLD,922.86
MCH2845,Narasimhan Llc,5999,Miscellaneous Retail,Partnership,Amritsar,Punjab,2024-10-01 00:00:00,2844893176,ACTIVE,5926.94
MCH9134,Edwin-Viswanathan,5699,Apparel & Clothing,Sole Proprietorship,Jalandhar,Punjab,,,ACTIVE,1602.69
MCH2772,Goyal Inc,5942,Books & Stationery,Individual,Delhi,Delhi,2023-04-22 00:25:55,,INACTIVE,478.58
MCH9896,Dave-Vasa,5311,Department Stores,Partnership,Poona,Maharashtra,2023-09-30 00:00:00,XXXX8599,ACTIVE,3148.67
MCH1070,Pandya Plc,5999,Miscellaneous Retail,Private Limited,Chennai,Tamil Nadu,2024-09-03 00:00:00,,ACTIVE,1259.2
MCH4884,"Reddy, Wason And Magar",4131,Transportation,Private Limited,Kolkata,West Bengal,2023-05-16 00:00:00,,INACTIVE,2421.0
MCH6075,"Lad, Menon And Tiwari",4814,Telecommunication Services,Private Limited,Bengaluru,Karnataka,2023-06-08 00:00:00,3853486592,ACTIVE,709.64
MCH5489,Nath Ltd,5311,Department Stores,Individual,Jaipur,Rajasthan,2025-01-22 00:00:00,XXXX9871,ACTIVE,3788.36
MCH4101,Raval Plc,7011,Hotels & Lodging,Individual,Bengaluru,Karnataka,2023-11-26 00:00:00,XXXX6243,ACTIVE,1096.15
MCH5166,Roy-Srinivasan,4814,Telecommunication Services,Individual,Bengaluru,Karnataka,2025-09-24 00:00:00,,INACTIVE,1501.14
MCH2492,Chandran Group,5812,Restaurants & Dining,Partnership,Amritsar,Punjab,2023-11-13 00:00:00,,ACTIVE,1360.0
MCH2117,Lal Group,7011,Hotels & Lodging,Partnership,Jaipur,Rajasthan,2025-10-28 00:00:00,,ACTIVE,2615.21
MCH3628,Mitra Ltd,5699,Apparel & Clothing,Sole Proprietorship,Delhi,Delhi,2023-08-05 00:00:00,,ACTIVE,3214.64
MCH9635,Konda-Verma,5942,Books & Stationery,Individual,Chennai,Tamil Nadu,2023-10-09 00:00:00,BAID6365865587003,ACTIVE,4885.39
MCH3189,De-Kakar,4131,Transportation,Sole Proprietorship,Hyderabad,Telangana,2023-07-21 00:00:00,IBQI3951526750314,SUSPENDED,
MCH8107,Ramachandran Ltd,5999,Miscellaneous Retail,Partnership,Jaipur,Rajasthan,,XXXX9786,ACTIVE,
MCH3419,"Bansal, Naidu And Baria",5912,Pharmacies & Healthcare,Private Limited,Pune,Maharashtra,2024-03-26 00:00:00,,ACTIVE,357.64
MCH4107,Pandey-Sastry,5699,Apparel & Clothing,Sole Proprietorship,Jalandhar,Punjab,2025-09-30 00:00:00,,INACTIVE,319.0
MCH4167,Banerjeeplc,5812,Restaurants & Dining,Private Limited,Jaipur,Rajasthan,2023-10-26 06:05:00,0359713913,ACTIVE,3120.61
MCH7977,"Kohli, Vaidya And Nagar",7011,Hotels & Lodging,Sole Proprietorship,Chennai,Tamil Nadu,2025-07-23 00:00:00,PYMW1543762535071,ACTIVE,4790.0
MCH8790,Thaman-Singh,5912,Pharmacies & Healthcare,Individual,Kolkata,West Bengal,2024-02-04 00:00:00,,ACTIVE,
MCH4397,Tailor-Pandey,5912,Pharmacies & Healthcare,Private Limited,Pune,Maharashtra,2024-10-24 00:00:00,,ACTIVE,
MCH8241,Bhasin And Sons,5999,Miscellaneous Retail,Private Limited,Jaipur,Rajasthan,2025-07-28 07:43:00,,ACTIVE,509.62
MCH2042,"Rai, Das And Bava",5311,Department Stores,Partnership,Pune,Maharashtra,2023-12-17 00:00:00,ZYCY1593553139876,ACTIVE,1564.88
MCH5656,Sen-Dube,5942,Books & Stationery,Partnership,Poona,Maharashtra,2024-05-03 00:00:00,XTPH3643560347441,INACTIVE,1139.41
MCH8439,Bala And Sons,5912,Pharmacies & Healthcare,Individual,Jalandhar,Punjab,2024-09-14 00:00:00,,ACTIVE,1591.75
MCH8624,Kannan-Mital,5912,Pharmacies & Healthcare,Sole Proprietorship,Pune,Maharashtra,2023-05-20 00:00:00,BFXZ1340418444371,ACTIVE,1202.33
MCH7363,Babu-Acharya,5999,Miscellaneous Retail,Sole Proprietorship,Kolkata,West Bengal,2024-03-03 08:14:06,,ACTIVE,1983.77
MCH5045,More-Doctor,5311,Department Stores,Individual,Bengaluru,Karnataka,2025-09-15 22:04:19,,SUSPENDED,145.75
MCH6462,"Vaidya, Kunda And Bhavsar",5311,Department Stores,Private Limited,Lucknow,Uttar Pradesh,2025-12-19 00:00:00,5665285252,ACTIVE,1652.23
MCH2425,Suri-Kurian,5411,Grocery Stores,Partnership,Ludhiana,Punjab,2023-06-06 04:11:03,,ACTIVE,1800.35
MCH8154,Yohannan Plc,4131,Transportation,Sole Proprietorship,Jalandhar,Punjab,2023-06-26 00:00:00,,SUSPENDED,998.6
MCH6418,Doctor Ltd,7011,Hotels & Lodging,Sole Proprietorship,Jalandhar,Punjab,,,ACTIVE,1362.45
MCH8035,"Munshi, Mani And Taneja",5999,Miscellaneous Retail,Individual,Mumbay,Maharashtra,2025-02-08 00:00:00,5547624355,ACTIVE,
MCH2016,"Amble, Yadav And Dube",5999,Miscellaneous Retail,Partnership,Kolkata,West Bengal,2025-03-18 00:00:00,XXXX3614,ON_HOLD,10324.69
MCH5479,"Mukherjee, Nazareth And Palla",5812,Restaurants & Dining,Sole Proprietorship,Ludhiana,Punjab,2024-02-19 00:00:00,XXXX2442,ACTIVE,
MCH3460,Chand-Bora,5411,Grocery Stores,Individual,Kolkata,West Bengal,2025-02-05 10:51:56,,ACTIVE,
MCH4889,Bhatti-Kapoor,5999,Miscellaneous Retail,Individual,Jalandhar,Punjab,2025-01-26 00:00:00,,ACTIVE,2464.23
MCH1155,Sha Llc,4131,Transportation,Sole Proprietorship,Amritsar,Punjab,2024-08-03 00:00:00,,INACTIVE,1753.08
MCH2149,"Doctor, Varughese And Hans",5942,Books & Stationery,Individual,Bengaluru,Karnataka,2025-05-07 00:00:00,XXXX2634,ACTIVE,3778.33
MCH4536,Gulati And Sons,5311,Department Stores,Individual,Delhi,Delhi,2024-12-06 17:48:15,,ACTIVE,951.8
MCH1219,Khare-Puri,5812,Restaurants & Dining,Partnership,Amritsar,Punjab,2024-11-21 00:00:00,,ACTIVE,2174.0
MCH5396,Manda-Seth,4131,Transportation,Sole Proprietorship,Delhi,Delhi,2023-01-11 00:00:00,,ACTIVE,439.03
MCH9661,Ramanathan Group,7011,Hotels & Lodging,Individual,Mumbay,Maharashtra,2023-11-10 08:09:50,,ACTIVE,735.62
MCH1993,Dhaliwal Plc,4814,Telecommunication Services,Sole Proprietorship,Amritsar,Punjab,,8690977818,ACTIVE,428.65
MCH6565,Parmer-Datta,4814,Telecommunication Services,Sole Proprietorship,Hyderabad,Telangana,2023-07-28 00:00:00,XXXX1044,ACTIVE,2464.68
MCH1501,Anand-Bhatt,4814,Telecommunication Services,Partnership,Hyderabad,Telangana,2025-11-07 00:00:00,XXXX2933,ACTIVE,4185.6
MCH2959,Kanda Llc,5812,Restaurants & Dining,Private Limited,Kolkata,West Bengal,2023-08-10 00:00:00,,ACTIVE,6588.76
MCH2990,Rout And Sons,7011,Hotels & Lodging,Sole Proprietorship,Ludhiana,Punjab,2025-08-30 00:00:00,XXXX7294,ACTIVE,1050.53
MCH8060,"Bal, Garde And Puri",5699,Apparel & Clothing,Private Limited,Kolkata,West Bengal,2024-12-06 00:00:00,XXXX9739,ACTIVE,1604.68
MCH5775,Srinivas Ltd,5311,Department Stores,Individual,Kolkata,West Bengal,2025-11-01 10:50:11,AIEV2153769743983,ACTIVE,7152.05
MCH7093,Pai-Pau,7011,Hotels & Lodging,Individual,Mumbai,Maharashtra,2025-03-19 11:49:49,,SUSPENDED,1636.89
MCH1995,"Mand, Halder And Rajagopalan",5942,Books & Stationery,Partnership,Jaipur,Rajasthan,2024-04-04 00:00:00,COIS3057851068966,INACTIVE,158.78
MCH9882,Joshi Plc,4814,Telecommunication Services,Sole Proprietorship,Jaipur,Rajasthan,,,ACTIVE,320.23
MCH4948,Dass-Dhaliwal,5812,Restaurants & Dining,Partnership,Jalandhar,Punjab,2024-06-25 00:00:00,XXXX1800,ACTIVE,1356.31
MCH3207,"Gala, Khatri And Khalsa",5912,Pharmacies & Healthcare,Partnership,Amritsar,Punjab,2024-04-23 00:00:00,7398854821,ACTIVE,929.51
MCH4713,Sura-Boase,5699,Apparel & Clothing,Sole Proprietorship,Amritsar,Punjab,2023-12-04 00:00:00,,ACTIVE,1694.6
MCH9601,Joshi-Chauhan,4131,Transportation,Private Limited,Bengaluru,Karnataka,2023-10-05 00:00:00,GXDF2258830455225,ACTIVE,1949.42
MCH1833,"Bhatnagar, Bhavsar And Iyengar",4131,Transportation,Partnership,Mumbai,Maharashtra,2023-06-24 00:00:00,XXXX4268,ACTIVE,2843.21
MCH5444,Pradhan-Nair,5999,Miscellaneous Retail,Sole Proprietorship,Lucknow,Uttar Pradesh,2024-07-27 00:00:00,7036093641,ACTIVE,372.0
MCH5113,Mani-Buch,5699,Apparel & Clothing,Partnership,Pune,Maharashtra,2025-11-04 22:11:00,XXXX7200,ACTIVE,2132.66
MCH5538,Barad-Nigam,4814,Telecommunication Services,Partnership,Pune,Maharashtra,2025-01-10 00:00:00,,ACTIVE,2223.97
MCH5588,Divan-Yohannan,4131,Transportation,Individual,Hyderabad,Telangana,,,ACTIVE,203.0
MCH5383,Ray-Dara,7011,Hotels & Lodging,Private Limited,Delhi,Delhi,2025-11-04 00:00:00,8306637821,ACTIVE,2541.0
MCH5271,Choudhary-Chaudhry,5812,Restaurants & Dining,Partnership,Ldh,Punjab,2025-11-30 00:00:00,1480455412,ACTIVE,605.6
MCH1089,"Mann, Edwin And Misra",5411,Grocery Stores,Individual,Jaipur,Rajasthan,,7489263549,ACTIVE,678.0
MCH9636,Kibe-Magar,5699,Apparel & Clothing,Individual,Bengaluru,Karnataka,2023-08-21 09:35:55,SSYN5165458216497,ACTIVE,1341.04
MCH2128,Ghosh-Sharaf,5812,Restaurants & Dining,Partnership,Amritsar,Punjab,2023-12-21 00:00:00,6688236722,ACTIVE,3157.17
MCH3577,"Ratta, Mane And Kapadia",5812,Restaurants & Dining,Individual,Amritsar,Punjab,,XXXX9384,ACTIVE,1820.36
MCH6578,"Varty, Mutti And Banik",5942,Books & Stationery,Sole Proprietorship,Lucknow,Uttar Pradesh,2025-01-21 04:22:00,,SUSPENDED,1771.19
MCH2708,"Mand, Zacharia And Vora",4131,Transportation,Sole Proprietorship,Chennai,Tamil Nadu,2026-01-20 00:00:00,XXXX2440,ACTIVE,363.56
MCH3793,"Sankar, Parsa And Shere",7011,Hotels & Lodging,Sole Proprietorship,Ludhiana,Punjab,2025-03-30 00:00:00,3431564371,ACTIVE,6906.85
MCH4448,Gara And Sons,5999,Miscellaneous Retail,Individual,Chennai,Tamil Nadu,2025-09-24 00:00:00,XXXX6028,SUSPENDED,1524.31
